"X","decision_factors_decision_factors_party","decision_factors_decision_factors_personalvalues","decision_factors_decision_factors_experts","decision_factors_decision_factors_constituents","accuracy","accuracy_response","preference","preference_response","familiarity","partisan_bias","partisan_diss","pid_3","gov_exp","pid_indep","Staffer","area","ideo5","issue","republican","liberal","age","female","republican_alignment","democrat_alignment","deference_experts","deference_party","deference_personalvalues","deference_constituents","accuracy_3","treated","accuracy_bin","issue_full","Level","weight","Population_bin","Education_bin","Urban_bin","Voteshare_bin"
1567,0,0.75,0.5,0.5,0.25,NA,1,NA,0.67,NA,"Democrats are more likely to support rent control","Republican",8,NA,0,"county","Very conservative","RC",1,0,53,0,1,0,0.125,-0.375,0.375,0.125,"Misinformed",1,0,"Rent Control","county",2.0669032285051,"low","low",NA,"HIGH"
1568,0.25,0.75,0.75,0.75,0.5,0.25,0.333,0,1,0,"Democrats are more likely to support rent control","Democrat",10,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.25,-0.25,0.25,0.25,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1569,0,0.75,0.25,0.75,0,NA,1,NA,0.67,1,"Democrats are more likely to support rent control","Republican",35,NA,0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.125,-0.375,0.375,0.375,"Misinformed",1,0,"Rent Control","municipality",1.01976662242037,"low","low","HIGH","HIGH"
1570,0.5,1,1,0.75,0.25,0.25,0.667,0,0,0,"Democrats are more likely to support rent control","Republican",3,NA,0,"district","Somewhat conservative","RC",1,0,62,0,1,0,0.25,-0.25,0.25,0,"Misinformed",0,0,"Rent Control","state",1.96051801746497,"low","low","HIGH",NA
1571,0.25,0.75,0.5,0.5,0.5,NA,0.5,NA,0.67,1,"Democrats are more likely to support rent control","Republican",23,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,0,-0.25,0.25,0,"Unsure",1,0,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
1572,0.25,0.75,0.75,0.75,0.75,0.25,0.333,0,0.67,0,"Democrats are more likely to support rent control","Independent",4,"Democratic Party",0,"district","Somewhat liberal","RC",0,1,67,0,1,0,0.25,-0.25,0.25,0.25,"Informed",0,1,"Rent Control","state",0.550565942447265,"HIGH","low","low",NA
1573,0.25,0.5,0.75,0.5,1,NA,0.167,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",8,NA,0,"county","Very liberal","RC",0,1,73,0,1,0,0.375,-0.125,0.125,0.125,"Informed",1,1,"Rent Control","county",0.495051171456088,"low","HIGH","low","HIGH"
1574,0.5,0.5,0.5,0.5,0.25,0.25,0.333,0,0.67,0,"Democrats are more likely to support rent control","Democrat",7,NA,0,"county","Somewhat liberal","RC",0,1,NA,NA,1,0,0,0,0,0,"Misinformed",0,0,"Rent Control","county",3.12658895917436,"low","low",NA,"HIGH"
1575,0.5,1,0.5,0.25,0.5,NA,1,NA,0,1,"Democrats are more likely to support rent control","Republican",4,NA,0,"county","Somewhat conservative","RC",1,0,63,0,1,0,-0.25,-0.25,0.25,-0.5,"Unsure",1,0,"Rent Control","county",3.12658895917436,"low","low","low","HIGH"
1576,0,1,1,1,0,1,0.333,0,1,0,"Neither party is more likely than the other to support rent control","Republican",40,NA,0,"local area","Moderate, middle of the road","RC",1,0,58,0,0,0,0.5,-0.5,0.5,0.5,"Misinformed",0,0,"Rent Control","township",9.34530940872844e-15,"low","low","low","low"
1577,0,0.5,1,0.5,0,0,0.167,0.333,0.67,0,"Democrats are more likely to support rent control","Independent",2,"Neither",0,"county","Moderate, middle of the road","RC",NA,0,43,0,1,0,0.75,-0.25,0.25,0.25,"Misinformed",0,0,"Rent Control","local",1,NA,NA,NA,NA
1578,0,0.75,1,0.25,1,-1,1,0,0.67,0,"Democrats are more likely to support rent control","Republican",5,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,0.625,-0.375,0.375,-0.125,"Informed",0,1,"Rent Control","county",0.748860181528868,"HIGH","low","low","HIGH"
1579,0,0.5,0.75,0.25,0,0.5,0.167,0,0.67,0,"Democrats are more likely to support rent control","Independent",18,"Neither",0,"county","Somewhat liberal","RC",NA,1,NA,NA,1,0,0.5,-0.25,0.25,0,"Misinformed",0,0,"Rent Control","county",0.748860181528868,"HIGH","low","low","HIGH"
1580,0.25,0.5,0.75,1,0,NA,0.333,NA,0.33,0,"Democrats are more likely to support rent control","Republican",15,NA,0,"local area","Moderate, middle of the road","RC",1,0,51,1,1,0,0.375,-0.125,0.125,0.625,"Misinformed",1,0,"Rent Control","municipality",2.50842563896479,"low","low","HIGH","HIGH"
1581,0.5,0.5,0.5,0.5,0.25,0,0.333,-0.166,1,0,"Neither party is more likely than the other to support rent control","Republican",28,NA,0,"district","Moderate, middle of the road","RC",1,0,68,0,0,0,0,0,0,0,"Misinformed",0,0,"Rent Control","state",2.59730665501189,"low","low","low","HIGH"
1582,0,0.5,0.25,0.5,0.5,NA,0.833,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",11,NA,0,"local area","Moderate, middle of the road","RC",0,0,63,0,1,0,0,-0.25,0.25,0.25,"Unsure",1,0,"Rent Control","township",9.34530940872844e-15,"low","HIGH","HIGH","low"
1583,0,0.75,0.75,0.75,0.5,0,0.333,0,0.67,0,"Neither party is more likely than the other to support rent control","Republican",13,NA,0,"local area","Somewhat conservative","RC",1,0,79,0,0,0,0.375,-0.375,0.375,0.375,"Unsure",0,0,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","HIGH"
1584,0,0.75,0.5,0.5,1,NA,0.833,NA,0.67,0,"Democrats are more likely to support rent control","Other party (Please specify):",8,"Democratic Party",0,"district","Not sure","RC",0,0,60,0,1,0,0.125,-0.375,0.375,0.125,"Informed",1,1,"Rent Control","state",1,NA,NA,NA,NA
1585,0.5,0.75,0.5,0.75,0.25,0.25,0.5,0.167,0.67,0,"Democrats are more likely to support rent control","Republican",12,NA,0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.125,-0.125,0.125,0.125,"Misinformed",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","low","low"
1586,0,0.75,0.5,0.5,0.75,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",27,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.125,-0.375,0.375,0.125,"Informed",1,1,"Rent Control","municipality",2.50842563896479,"low","low","HIGH","HIGH"
1587,0.25,0.75,0.5,0.75,0.25,0.25,0.333,0.167,0.67,1,"Democrats are more likely to support rent control","Republican",4,NA,0,"county","Somewhat conservative","RC",1,0,50,0,1,0,0,-0.25,0.25,0.25,"Misinformed",0,0,"Rent Control","county",0.495051171456088,"HIGH","low","low","HIGH"
1588,0,0.5,1,0.75,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",6,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.75,-0.25,0.25,0.5,"Unsure",1,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1589,0,0.75,0.5,0.75,0.75,NA,1,NA,1,0,"Neither party is more likely than the other to support rent control","Republican",16,NA,0,"local area","Somewhat conservative","RC",1,0,67,0,0,0,0.125,-0.375,0.375,0.375,"Informed",1,1,"Rent Control","municipality",1.01976662242037,"low","HIGH","low","HIGH"
1590,0.5,1,0.75,0.75,1,0,0.5,0,1,0,"Democrats are more likely to support rent control","Democrat",5,NA,0,"local area","Very liberal","RC",0,1,37,0,1,0,0,-0.25,0.25,0,"Informed",0,1,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1591,0,0.5,0.75,0.5,0.5,NA,1,NA,0,0,"Democrats are more likely to support rent control","Democrat",0,NA,0,"local area","Somewhat conservative","RC",0,0,61,0,1,0,0.5,-0.25,0.25,0.25,"Unsure",1,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1592,0.5,0.5,0.75,0.5,1,0,0.833,0,0.67,0,"Democrats are more likely to support rent control","Republican",5.4,NA,0,"county","Moderate, middle of the road","RC",1,0,75,0,1,0,0.25,0,0,0,"Informed",0,1,"Rent Control","county",3.12658895917436,"low","low",NA,"HIGH"
1593,0,0,0.75,0.75,0.5,0.5,0.5,0,1,0,"Democrats are more likely to support rent control","Republican",25,NA,0,"local area","Very conservative","RC",1,0,65,0,1,0,0.75,0,0,0.75,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","low","HIGH","low"
1594,0,0.5,1,0.75,0.25,NA,0.667,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",3,NA,0,"local area","Somewhat liberal","RC",0,1,33,0,1,0,0.75,-0.25,0.25,0.5,"Misinformed",1,0,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1595,0.75,0.75,0.5,1,0.5,NA,0.333,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",10,NA,0,"local area","Somewhat liberal","RC",0,1,62,0,1,0,-0.25,0,0,0.25,"Unsure",1,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","HIGH"
1596,0,0.75,0.5,0.25,NA,NA,0,0,0.67,0,"Democrats are more likely to support rent control","Democrat",4,NA,0,"local area","Very liberal","RC",0,1,NA,NA,1,0,0.125,-0.375,0.375,-0.125,NA,0,NA,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1597,0,0.75,0.75,0.5,0.75,NA,0.833,NA,1,0,"Democrats are more likely to support rent control","Democrat",7,NA,0,"local area","Moderate, middle of the road","RC",0,0,54,0,1,0,0.375,-0.375,0.375,0.125,"Informed",1,1,"Rent Control","municipality",1.01976662242037,"low","low","low","HIGH"
1598,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0,0.67,0,"Democrats are more likely to support rent control","Democrat",18,NA,1,"district","Somewhat liberal","RC",0,1,60,1,1,0,0.25,0,0,0.25,"Unsure",0,0,"Rent Control","state",0.473132600708826,"HIGH","low","HIGH","low"
1599,0.5,0.5,0.25,0.75,0.75,0,1,0,0.67,1,"Democrats are more likely to support rent control","Republican",28,NA,0,"district","Very conservative","RC",1,0,NA,NA,1,0,-0.25,0,0,0.25,"Informed",0,1,"Rent Control","state",1,NA,NA,NA,NA
1600,0.25,0.5,0.5,0.75,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",3,NA,1,"district","Somewhat liberal","RC",0,1,26,0,1,0,0.125,-0.125,0.125,0.375,"Unsure",1,0,"Rent Control","state",1,NA,NA,NA,NA
1601,0,0.25,0.25,0.25,0.25,0.5,1,0,0.67,1,"Democrats are more likely to support rent control","Republican",5,NA,1,"district","Somewhat conservative","RC",1,0,NA,0,1,0,0.125,-0.125,0.125,0.125,"Misinformed",0,0,"Rent Control","state",0.523381605575244,"HIGH","HIGH","HIGH","low"
1602,0,0.5,0.75,1,0.25,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Republican",10,NA,0,"local area","Moderate, middle of the road","RC",1,0,61,0,1,0,0.5,-0.25,0.25,0.75,"Misinformed",1,0,"Rent Control","township",9.34530940872844e-15,"low","HIGH","low","low"
1603,0.5,0.75,0.5,0.75,0.75,0.25,1,0,0.67,0,"Democrats are more likely to support rent control","Republican",6,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.125,-0.125,0.125,0.125,"Informed",0,1,"Rent Control","county",0.495051171456088,"HIGH","HIGH","HIGH","low"
1604,0,0.75,0.75,0.25,0.5,NA,1,NA,0.67,0,"Democrats are more likely to support rent control","Republican",10,NA,0,"county","Moderate, middle of the road","RC",1,0,51,0,1,0,0.375,-0.375,0.375,-0.125,"Unsure",1,0,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","low"
1605,0.5,0.5,0.5,1,0.75,-0.25,0.167,0,1,1,"Democrats are more likely to support rent control","Democrat",24,NA,1,"district","Somewhat conservative","RC",0,0,46,0,1,0,0,0,0,0.5,"Informed",0,1,"Rent Control","state",1,NA,NA,NA,NA
1606,0,1,1,1,1,NA,0.833,NA,1,0,"Democrats are more likely to support rent control","Republican",8,NA,0,"local area","Moderate, middle of the road","RC",1,0,62,0,1,0,0.5,-0.5,0.5,0.5,"Informed",1,1,"Rent Control","township",5.00007598160723,"low","HIGH","low","low"
1607,0.75,1,0,1,0,NA,0.5,NA,0.67,1,"Democrats are more likely to support rent control","Republican",25,NA,0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.875,-0.125,0.125,0.125,"Misinformed",1,0,"Rent Control","municipality",1.01976662242037,"low","low","HIGH","HIGH"
1608,0,0.25,0.25,0.25,0.5,0,0.833,0,0.33,1,"Democrats are more likely to support rent control","Republican",20,NA,0,"county","Somewhat conservative","RC",1,0,74,0,1,0,0.125,-0.125,0.125,0.125,"Unsure",0,0,"Rent Control","local",1,NA,NA,NA,NA
1609,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.333,0.67,0,"Democrats are more likely to support rent control","Democrat",19,NA,0,"district","Moderate, middle of the road","RC",0,0,53,1,1,0,0.125,0.125,-0.125,0.375,"Unsure",0,0,"Rent Control","state",1.96051801746497,"low","low","HIGH",NA
1610,0.25,0.25,0.75,0.75,0,0,0.5,0,0.67,0,"Democrats are more likely to support rent control","Democrat",13,NA,0,"local area","Somewhat liberal","RC",0,1,67,0,1,0,0.5,0,0,0.5,"Misinformed",0,0,"Rent Control","municipality",5.00007598160723,"low","HIGH","HIGH","low"
1611,0,0.75,0.75,0.75,0.75,NA,0.333,NA,0.67,0,"Democrats are more likely to support rent control","Republican",19.5,NA,0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,0.375,-0.375,0.375,0.375,"Informed",1,1,"Rent Control","municipality",1.01976662242037,"low","HIGH","HIGH","HIGH"
1612,0,0.5,0.5,0.5,0.5,0,0.5,0,0,1,"Democrats are more likely to support rent control","Republican",20,NA,0,"county","Moderate, middle of the road","RC",1,0,71,0,1,0,0.25,-0.25,0.25,0.25,"Unsure",0,0,"Rent Control","county",0.474967552135226,"HIGH","low","low","HIGH"
1613,0.5,0.75,1,0.5,0.5,0.5,0.5,0.167,0.67,1,"Democrats are more likely to support rent control","Republican",4,NA,1,"district","Somewhat conservative","RC",1,0,40,1,1,0,0.375,-0.125,0.125,-0.125,"Unsure",0,0,"Rent Control","state",1.63544038152595,"low","HIGH","low",NA
1614,0.25,0.75,0.75,0.75,0.5,0,0.5,0,0.33,1,"Democrats are more likely to support rent control","Republican",9,NA,0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,0.25,-0.25,0.25,0.25,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","HIGH"
1615,0.25,0.75,0,0.5,0.5,NA,0.833,NA,1,NA,"Democrats are more likely to support rent control","Independent",14,"Neither",0,"local area","Moderate, middle of the road","RC",NA,0,NA,NA,1,0,-0.5,-0.25,0.25,0,"Unsure",1,0,"Rent Control","municipality",2.29876260014031e-14,"HIGH","low","HIGH","low"
1616,0,0.75,1,0.25,0.75,NA,0.333,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",12,NA,0,"county","Moderate, middle of the road","RC",0,0,77,0,1,0,0.625,-0.375,0.375,-0.125,"Informed",1,1,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","low"
1617,0.25,0.25,0.25,0.25,0.5,0,0.333,0,0.33,0,"Neither party is more likely than the other to support rent control","Democrat",32,NA,0,"county","Moderate, middle of the road","RC",0,0,NA,NA,0,0,0,0,0,0,"Unsure",0,0,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
1618,0.25,0.5,0.25,0.75,0.5,NA,0.5,NA,0.67,0,"Republicans are more likely to support rent control","Democrat",18,NA,0,"district","Somewhat liberal","RC",0,1,61,NA,0,1,-0.125,-0.125,0.125,0.375,"Unsure",1,0,"Rent Control","state",1.66893821541604,"low","HIGH","HIGH","low"
1619,0.25,0.5,0.75,0.75,0.5,0.5,0.5,0.167,0.67,0,"Democrats are more likely to support rent control","Democrat",22,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.375,-0.125,0.125,0.375,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","HIGH"
1620,0.25,0.75,0.5,0.75,0,1,0.167,0,0.33,0,"Democrats are more likely to support rent control","Republican",5,NA,0,"district","Moderate, middle of the road","RC",1,0,67,0,1,0,0,-0.25,0.25,0.25,"Misinformed",0,0,"Rent Control","state",1.74135320438183,"low","HIGH","HIGH","HIGH"
1621,0,0.75,0.75,0.75,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",13,NA,0,"local area","Very liberal","RC",0,1,NA,NA,1,0,0.375,-0.375,0.375,0.375,"Unsure",1,0,"Rent Control","township",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1622,0.5,0.5,0.5,0.75,0.5,NA,0.5,NA,0.67,0,"Neither party is more likely than the other to support rent control","Democrat",42,NA,0,"district","Somewhat liberal","RC",0,1,NA,NA,0,0,0,0,0,0.25,"Unsure",1,0,"Rent Control","state",1,NA,NA,NA,NA
1623,0,0.5,0.25,0.25,1,NA,1,NA,1,0,"Democrats are more likely to support rent control","Republican",6,NA,0,"local area","Somewhat conservative","RC",1,0,43,0,1,0,0,-0.25,0.25,0,"Informed",1,1,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1624,0.75,1,1,0.75,0.5,0,0.833,0,0.67,0,"Republicans are more likely to support rent control","Republican",16,NA,0,"district","Moderate, middle of the road","RC",1,0,68,0,0,1,0.125,-0.125,0.125,-0.125,"Unsure",0,0,"Rent Control","state",1,NA,NA,NA,NA
1625,0.5,0.75,1,0.5,0.5,-0.25,0.5,0.167,0.67,1,"Democrats are more likely to support rent control","Republican",19,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,0.375,-0.125,0.125,-0.125,"Unsure",0,0,"Rent Control","county",0.718479841722498,"HIGH","low","low","HIGH"
1626,0.25,0.5,0.75,1,0,0,0.667,0.166,0.33,0,"Democrats are more likely to support rent control","Republican",10,NA,0,"county","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0.375,-0.125,0.125,0.625,"Misinformed",0,0,"Rent Control","county",0.495051171456088,"HIGH","low","low","HIGH"
1627,0.25,0.75,0.75,0.25,0.75,NA,0.833,NA,1,1,"Democrats are more likely to support rent control","Independent",10,"Republican Party",0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,0.25,-0.25,0.25,-0.25,"Informed",1,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1628,1,1,1,1,0.5,-0.5,0.333,0.667,0.33,0,"Democrats are more likely to support rent control","Republican",4,NA,0,"county","Very conservative","RC",1,0,62,0,1,0,0,0,0,0,"Unsure",0,0,"Rent Control","county",0.495051171456088,"HIGH","low","low","HIGH"
1629,0.5,1,0.5,0.5,0.5,-0.25,0.833,0,0.67,0,"Democrats are more likely to support rent control","Republican",15,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.25,-0.25,0.25,-0.25,"Unsure",0,0,"Rent Control","county",1.1676963380765,"low","HIGH","low","HIGH"
1630,0.25,0.75,0.75,0.25,0.5,0.5,0.5,0,0.67,0,"Neither party is more likely than the other to support rent control","Democrat",2.5,NA,0,"local area","Moderate, middle of the road","RC",0,0,67,1,0,0,0.25,-0.25,0.25,-0.25,"Unsure",0,0,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1631,0.5,0.25,1,0.75,1,NA,0.333,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",10,NA,0,"county","Somewhat liberal","RC",0,1,NA,NA,1,0,0.625,0.125,-0.125,0.375,"Informed",1,1,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","low"
1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",22,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
1633,0.75,1,1,1,1,NA,0,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",6,NA,1,"district","Very liberal","RC",0,1,31,0,1,0,0.125,-0.125,0.125,0.125,"Informed",1,1,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",23,NA,1,"district","Moderate, middle of the road","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",0.99976235590456,"HIGH","low","low","HIGH"
1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",NA,NA,1,"district","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.99976235590456,"HIGH","low","low","HIGH"
1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.78064721381666,"HIGH","low","low","low"
1637,0.75,0.5,0.75,0.75,0,NA,0.333,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",13,NA,0,"county","Very conservative","RC",0,0,NA,NA,1,0,0.125,0.125,-0.125,0.125,"Misinformed",1,0,"Rent Control","county",0.718479841722498,"low","low","low","low"
1638,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0,NA,"Democrat",12,NA,0,"district","Very liberal","RC",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",1.11719694762459,"low","HIGH","HIGH",NA
1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent",15,"Republican Party",0,"local area","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","municipality",9.34530940872844e-15,"HIGH","low","HIGH","low"
1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent",2.5,"Republican Party",0,"county","Very conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","county",0.474967552135226,"low","low",NA,"HIGH"
1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.545387567009102,"HIGH","HIGH","low",NA
1642,0.5,0.75,0.75,0.75,0.5,0,0.667,-0.167,0.67,0,"Democrats are more likely to support rent control","Republican",3,NA,0,"local area","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0.125,-0.125,0.125,0.125,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","HIGH"
1643,0.25,0.5,0.25,1,0.25,0.5,0.833,0,1,1,"Democrats are more likely to support rent control","Republican",9,NA,0,"district","Very conservative","RC",1,0,NA,NA,1,0,-0.125,-0.125,0.125,0.625,"Misinformed",0,0,"Rent Control","state",0.990359041190242,"HIGH","HIGH","low","HIGH"
1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",23,NA,1,"district","Very conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.990359041190242,"HIGH","HIGH","low","HIGH"
1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",15,NA,1,"district","Somewhat liberal","RC",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",1,NA,NA,NA,NA
1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",1.6847845404614,"low","low","HIGH","low"
1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",NA,NA,1,"district","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",1,NA,NA,NA,NA
1648,0.5,0,0.75,0.75,0.25,NA,0.833,NA,0.67,0,"Democrats are more likely to support rent control","Republican",11,NA,1,"district","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0.5,0.25,-0.25,0.5,"Misinformed",0,0,"Rent Control","state",0.473132600708826,"HIGH","low","HIGH","low"
1649,0.75,0.75,0.75,0.75,0.75,NA,0.833,NA,0.67,1,"Democrats are more likely to support rent control","Republican",7,NA,1,"district","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0,0,0,0,"Informed",1,1,"Rent Control","state",1,NA,NA,NA,NA
1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",1.6847845404614,"low","low","HIGH","low"
1651,0.75,0.25,0.5,0.75,NA,NA,NA,NA,0.67,NA,NA,"Republican",30,NA,1,"state","Somewhat conservative","RC",1,0,NA,NA,0,0,0,0.25,-0.25,0.25,NA,0,NA,"Rent Control","state",NA,"low","low","low","HIGH"
1652,0,0.75,0.5,0.5,NA,NA,NA,NA,0.67,1,"Democrats are more likely to support rent control","Republican",4,NA,1,"district","Very conservative","RC",1,0,NA,NA,1,0,0.125,-0.375,0.375,0.125,NA,1,NA,"Rent Control","state",1.6663495146893,"low","low","low",NA
1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",4,NA,1,"district","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.640666014731827,"HIGH","HIGH","HIGH","HIGH"
1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Independent",1,"Democratic Party",1,"district","Somewhat liberal","RC",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",0.851079886143661,"HIGH","low","low",NA
1656,0.25,1,1,1,0.25,0,0.167,0,0.33,1,"Neither party is more likely than the other to support rent control","Republican",32,NA,0,"local area","Somewhat conservative","RC",1,0,56,0,0,0,0.375,-0.375,0.375,0.375,"Misinformed",0,0,"Rent Control","municipality",2.50842563896479,"HIGH","low","HIGH","HIGH"
1657,0.25,0.75,0.75,0.75,0.25,0.25,0.5,0,0.67,0,"Democrats are more likely to support rent control","Republican",5,NA,1,"district","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0.25,-0.25,0.25,0.25,"Misinformed",0,0,"Rent Control","state",0.990359041190242,"HIGH","HIGH","low","HIGH"
1658,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,"Republican",19,NA,1,"district","Moderate, middle of the road","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",1.6663495146893,"low","low","low",NA
1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",11,NA,1,"district","Very liberal","RC",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.724502266086655,"HIGH","HIGH","low","low"
1660,0.5,0.25,0.25,0.75,0.75,NA,0.667,NA,0.67,0,"Democrats are more likely to support rent control","Republican",10,NA,0,"district","Very conservative","RC",1,0,NA,NA,1,0,-0.125,0.125,-0.125,0.375,"Informed",1,1,"Rent Control","state",1,NA,NA,NA,NA
